"","zip","Case.Type","Case.Number","Status","Source","Incident.Date","Incident.Time","Incident.Location.Type","Incident.Location","Incident.City","Incident.State","Incident.County","Child.ID.1","Child.ID.2","Child.ID.3","Child.ID.4","Child.ID.5","Child.ID.6","Child.Race.1","Child.Race.2","Child.Race.3","Child.Race.4","Child.Race.5","Child.Race.6","Child.Gender.1","Child.Gender.2","Child.Gender.3","Child.Gender.4","Child.Gender.5","Child.Gender.6","Child.Perceived.Age.1","Child.Perceived.Age.2","Child.Perceived.Age.3","Child.Perceived.Age.4","Child.Perceived.Age.5","Child.Perceived.Age.6","Offender.Gender.1","Offender.Gender.2","Offender.Gender.3","Offender.Race.1","Offender.Race.2","Offender.Race.3","Offender.Age.1","Offender.Age.2","Offender.Age.3","Offender.Perceived.Age.1","Offender.Perceived.Age.2","Offender.Perceived.Age.3","Vehicle.Style.1","Vehicle.Style.2","Vehicle.Color.1","Vehicle.Color.2","How.Got.Away","How.Got.Away.Detail","Offender.Method.Animal","Offender.Method.Candy","Offender.Method.Money","Offender.Method.Ride","Offender.Method.Other","Offender.Method.Other.Detail","city","state","latitude","longitude"
"1509",60126,"Attempted Abduction",1256699,"Closed","Internet",NA,"5:30 PM","Street","W Fremont Ave & Ridgeland Ave","Elmhurst","IL","Du Page",546246,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","Unknown","","","",NA,NA,"25-35","","","","","White","","Other","Rode away",0,0,0,0,1,"None","Elmhurst","IL",41.89103,-87.94181
"1510",60126,"Attempted Abduction",1279416,"Closed","Internet",NA,"4:00 PM","Street","E St. Charles Rd & Arlington Ave","Elmhurst","IL","Du Page",577922,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"60-69","","","","","Red","","Ignored/Refused","",0,0,0,1,0,"","Elmhurst","IL",41.89103,-87.94181
"1511",60126,"Attempted Abduction",1256246,"Closed","Internet",NA,"5:56 PM","Street","Chandler Ave & Adelia St","Elmhurst","IL","Du Page",545633,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","12","","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","","","White","","Ran Away","",0,0,0,0,1,"Wave","Elmhurst","IL",41.89103,-87.94181
"1512",60126,"Attempted Abduction",1258179,"Closed","Internet",NA,"5:10 PM","Street","500 Comstock Ave","Elmhurst","IL","DuPage",548285,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","12","","","","","","Male","","","Hispanic","","","",NA,NA,"30-40","","","Pickup Truck","","Silver","","Ignored/Refused","Ran away",1,0,0,0,1,"Treat","Elmhurst","IL",41.89103,-87.94181
"1513",60137,"Attempted Abduction",1187168,"Closed","Internet",2012-10-01,"3:30 PM","Street","Milton Ave & Elmwood Dr","Glen Ellyn","IL","DuPage",455149,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"55","","","Van","","Blue","","Other","Child Left",1,0,0,0,0,"","Glen Ellyn","IL",41.869779,-88.06285
"1514",60139,"Attempted Abduction",1192610,"Closed","Internet",2012-10-04,"4:00 PM","Street","E Fullerton Ave & Amy Ave","Glendale Heights","IL","Du Page",461145,461146,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","Unknown","Unknown","","","","","Male","","","White","","","",NA,NA,"18","","","Sedan, 4 door","","White","","Unknown","",0,1,0,0,0,"","Glendale Heights","IL",41.920228,-88.07891
"1515",60175,"Attempted Abduction",1251117,"Closed","Internet",NA,"2:30 PM","Park","3010 Heritage Dr","St. Charles","IL","Kane",537769,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","8","","","","","","Male","","","Hispanic","","","",NA,NA,"20-30","","","Pickup Truck","","Red","","Ignored/Refused","Walked away",0,0,0,1,1,"Questions","Saint Charles","IL",41.944577,-88.38326
"1516",60181,"Attempted Abduction",1190716,"Closed","Internet",2012-08-03,"3:44 PM","Street","W Madison St & S Wisconsin Ave","Villa Park","IL","Du Page",459084,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","Male","","Hispanic","Black","","",NA,NA,"Unknown","Unknown","","Pickup Truck","","Black","","Fought/Broke Free","Ran Away",0,0,0,0,1,"Unknown","Villa Park","IL",41.880429,-87.97813
"1517",60181,"Attempted Abduction",1190783,"Closed","Internet",2012-07-03,"7:01 PM","Street","N Summit Ave & E Maple Ave","Villa Park","IL","Du Page",459153,459154,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","Male","","Hispanic","Black","","",NA,NA,"30-49","30-49","","","","","","Unknown","",0,0,0,0,1,"Unknown","Villa Park","IL",41.880429,-87.97813
"1518",60189,"Attempted Abduction",1215299,"Closed","Internet",NA,"12:00 AM","Street","S Naperville Rd & Danada Dr","Wheaton","IL","DuPage",486270,486271,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","Female","","Unknown","Unknown","","",NA,NA,"Unknown","Unknown","","","","","","Unknown","",0,1,0,0,0,"","Wheaton","IL",41.839679,-88.088716
"1519",60193,"Attempted Abduction",1247797,"Closed","Internet",NA,"5:45 PM","Park","922 Cornell Ln","Schaumburg","IL","Cook",532491,532492,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","8","9","","","","","Male","","","White","","","",NA,NA,"30-39","","","Pickup Truck","","Black","","Ran Away","",0,0,0,1,0,"","Schaumburg","IL",42.01299,-88.09675
"1520",60194,"Attempted Abduction",1203629,"Closed","Internet",NA,"12:00 AM","Park","Knollwood Dr & Pennview Ln","Schaumburg","IL","Cook",473212,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","White","","","77",NA,NA,"","","","","","","","Ran Away","",0,0,1,0,0,"","Schaumburg","IL",42.037108,-88.10719
"1521",60201,"Attempted Abduction",1248075,"Closed","Internet",NA,"8:45 PM","Recreational - Other","100 Grove St","Evanston","IL","Cook",532941,532943,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","15","16","","","","","Male","","","Black","","","33",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Evanston","IL",42.056391,-87.69684
"1522",60202,"Attempted Abduction",1204424,"Closed","Internet",2012-11-10,"12:00 AM","Street","Washington St & Brown Av","Evanston","IL","Cook",474050,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","","","","","Ran Away","",0,0,0,0,1,"None","Evanston","IL",42.030327,-87.68828
"1523",60301,"Attempted Abduction",1223820,"Closed","Internet",2013-02-10,"9:30 AM","Street","Lake St","Oak Park","IL","Cook",496566,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"45","","","Pickup Truck","","Blue","","Ignored/Refused","",0,0,0,0,1,"Unknown","Oak Park","IL",41.887981,-87.79562
"1524",60302,"Attempted Abduction",1235948,"Closed","Internet",NA,"9:00 PM","Street","Ridgeland Ave","Oak Park","IL","Cook",514395,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","White","","","21",NA,NA,"","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","Oak Park","IL",41.893941,-87.78899
"1525",60304,"Attempted Abduction",1267052,"Closed","Internet",NA,"10:30 AM","Park","S Oak Park Ave & Jackson Blvd","Oak Park","IL","Cook",560916,560918,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Male","","","","","2","Unknown","","","","","Male","","","Black","","","",NA,NA,"25-35","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Waved","Oak Park","IL",41.87355,-87.7885
"1526",60410,"Attempted Abduction",1276333,"Closed","Internet",2016-07-09,"12:00 AM","Street","24920 S Sage St","Channahon","IL","Will",573920,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","White","","","",NA,NA,"35-40","","","","","","","Ran Away","",1,0,0,0,1,"Bicycle; Question","Channahon","IL",41.439518,-88.20898
"1527",60416,"Attempted Abduction",1277108,"Closed","Internet",NA,"11:50 AM","Street","S Calkey St & E Boarder St","Diamond","IL","Grundy",574943,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"30-39","","","Van","","Gray","","Ran Away","",0,0,0,0,1,"Directions","Coal City","IL",41.292011,-88.2783
"1528",60421,"Attempted Abduction",1276639,"Closed","Internet",2016-09-09,"5:25 PM","Street","Park St & Jackson St","Elwood","IL","Will",574313,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Gray","","Unknown","",0,0,0,0,1,"Question","Elwood","IL",41.429681,-88.10284
"1529",60421,"Attempted Abduction",1276641,"Closed","Internet",2016-06-09,"6:00 PM","Street","Bush Dr & Woodbine Dr","Elwood","IL","Will",574315,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Gray","","Unknown","",0,0,0,0,1,"Question","Elwood","IL",41.429681,-88.10284
"1530",60426,"Attempted Abduction",1254809,"Closed","Internet",NA,"8:15 AM","Street","Carse Ave & E 162nd St","Harvey","IL","Cook",543678,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","16","","","","","","Male","","","White","","","43",NA,NA,"","","","Sedan, 4 door","","Green","","Ignored/Refused","Ran Away",0,0,0,1,1,"Question","Harvey","IL",41.609078,-87.66264
"1531",60432,"Attempted Abduction",1256705,"Closed","Internet",NA,"7:05 AM","Street","E Benton St & Casseday Ave","Joliet","IL","Will",546258,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","Hispanic","","","35",NA,NA,"","","","","","","","Fought/Broke Free","Ran away",0,0,0,0,1,"None","Joliet","IL",41.533631,-88.05592
"1532",60436,"Attempted Abduction",1219832,"Closed","Internet",NA,"4:00 PM","Street","Unknown","Joliet","IL","Will",491522,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Black","","","",NA,NA,"40-50","","","Van","","White","","Unknown","",0,1,0,0,0,"","Joliet","IL",41.50798,-88.10553
"1533",60440,"Attempted Abduction",1234124,"Closed","Internet",NA,"12:00 AM","Street","Blackhawk Ln & Shawnee Dr","Bolingbrook","IL","Will",511798,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","Male","","Black","Black","","43",18,NA,"","","","Van","","","","Ran Away","adult intervention",0,0,0,0,1,"Sexual comments","Bolingbrook","IL",41.703097,-88.07462
"1534",60440,"Attempted Abduction",1210271,"Closed","Internet",NA,"2:10 PM","Street","300 Woodcreek Drive","Bolingbrook","IL","Will",480521,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Black","","","20",NA,NA,"","","","Sport Utility","","Blue","","Fought/Broke Free","",0,0,0,0,1,"None","Bolingbrook","IL",41.703097,-88.07462
"1535",60440,"Attempted Abduction",1210269,"Closed","Internet",NA,"3:20 PM","Street","Radcliff Rd & Old Stone Rd","Bolingbrook","IL","Will",480518,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Black","","","20",NA,NA,"","","","Sport Utility","","Blue","","Adult/Child Intervened","",0,0,0,0,1,"None","Bolingbrook","IL",41.703097,-88.07462
"1536",60440,"Attempted Abduction",1192613,"Closed","Internet",NA,"3:15 PM","Street","100 Lexington Dr","Bolingbrook","IL","Will",461149,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","White","","","65",NA,NA,"","","","Truck","","","","Unknown","",0,0,0,0,1,"Unknown","Bolingbrook","IL",41.703097,-88.07462
"1537",60447,"Attempted Abduction",1276332,"Closed","Internet",2016-05-09,"2:00 PM","Street","Rivers Edge Dr","Minooka","IL","Grundy",573919,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"35-40","","","","","","","Other","Children left the area",0,0,0,0,1,"Question; Bicycle","Minooka","IL",41.473553,-88.29167
"1538",60453,"Attempted Abduction",1271833,"Closed","Internet",NA,"6:00 PM","Park","5700 102nd St","Oak Lawn","IL","Cook",567630,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","",NA,NA,"30","","","","","","","Fought/Broke Free","",0,0,0,0,1,"Help","Oak Lawn","IL",41.715082,-87.7546
"1539",60453,"Attempted Abduction",1195733,"Closed","Internet",NA,"12:00 AM","Street","9500 Pulaski Rd","Oak Lawn","IL","Cook",464501,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Black","","","",NA,NA,"40-50","","","Van","","","","Ignored/Refused","",0,0,0,1,0,"","Oak Lawn","IL",41.715082,-87.7546
"1540",60463,"Attempted Abduction",1227086,"Closed","Internet",NA,"12:00 AM","Street","W 129th Pl & S Moody Ave","Palos Heights","IL","Cook",501386,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","White","","","",NA,NA,"16-19","","","Van","","","","Unknown","",0,0,0,0,1,"Unknown","Palos Heights","IL",41.663548,-87.79148
"1541",60487,"Attempted Abduction",1224822,"Closed","Internet",NA,"3:30 PM","School - Bus Stop","169th St & S 88th Ave","Orland Hills","IL","Cook",498081,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","Male","","White","Unknown","","",NA,NA,"16-25","Unknown","","","","Red","","Released","",0,0,0,0,1,"None","Tinley Park","IL",41.57,-87.84
"1542",60505,"Attempted Abduction",1265658,"Closed","Internet",2016-04-04,"8:10 AM","Street","200 Marshall Blvd","Aurora","IL","Kane",559010,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Female","","","White","","","",NA,NA,"30-39","","","","","","","Released","Screamed",0,0,0,0,1,"None","Aurora","IL",41.756129,-88.29699
"1543",60505,"Attempted Abduction",1251892,"Closed","Internet",NA,"10:05 PM","Parking Lot/Garage","30 N Root St","Aurora","IL","Kane",539175,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Hispanic","","","",NA,NA,"20-25","","","Sedan, 4 door","","","","Ignored/Refused","Walked away; Screamed",0,0,0,0,1,"Conversation","Aurora","IL",41.756129,-88.29699
"1544",60505,"Attempted Abduction",1247369,"Closed","Internet",NA,"3:15 PM","Home - Residence","1100 Pearl St","Aurora","IL","Kane",531792,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","43019","","","","","","Unknown","Male","","Unknown","Hispanic","","",NA,NA,"Unknown","44-46","","","","","","Ignored/Refused","The child told the suspects that he was going to call the police",0,0,0,0,1,"Parents sent","Aurora","IL",41.756129,-88.29699
"1545",60505,"Attempted Abduction",1251894,"Closed","Internet",2015-06-07,"1:00 PM","Street","High St & Pierce St","Aurora","IL","Kane",539177,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","White","","","",NA,NA,"30-40","","","Sedan, 4 door","","Gray","","Ran Away","Refused",0,0,0,0,1,"Conversation","Aurora","IL",41.756129,-88.29699
"1546",60505,"Attempted Abduction",1251891,"Closed","Internet",2015-02-07,"11:30 AM","Street","E New York St & N Union St","Aurora","IL","Kane",539171,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Black","","","",NA,NA,"30-35","","","Sedan, 4 door","","Blue","","Ran Away","",0,0,0,0,1,"Conversation","Aurora","IL",41.756129,-88.29699
"1547",60506,"Attempted Abduction",1213466,"Closed","Internet",NA,"2:40 PM","Street","Laurel Dr & Robert St","Aurora","IL","Kane",484208,484209,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","5","10","","","","","Male","","","White","","","",NA,NA,"27","","","","","Black","","Other","Suspect drove away",0,0,0,0,1,"None","Aurora","IL",41.766029,-88.35254
"1548",60506,"Attempted Abduction",1202177,"Closed","Internet",2012-06-09,"8:30 AM","Street","1300 Monomoy St","Aurora","IL","Kane",471587,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"40-50","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","Aurora","IL",41.766029,-88.35254
"1549",60510,"Attempted Abduction",1256244,"Closed","Internet",2015-12-10,"12:00 AM","Street","1400 Main St","Batavia","IL","Kane",545631,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"30-39","","","","","Tan","","Ran Away","",0,0,0,0,1,"Yelled","Batavia","IL",41.845228,-88.30995
"1550",60521,"Attempted Abduction",1279425,"Closed","Internet",NA,"4:00 PM","Street","Justina St & Ravine Rd","Hinsdale","IL","DuPage",577934,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","10","","","","","","Male","","","White","","","41",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Directions; Questions","Hinsdale","IL",41.772915,-87.92996
"1551",60521,"Attempted Abduction",1279421,"Closed","Internet",NA,"12:00 AM","Home - Residence","Unknown","Hinsdale","IL","DuPage",577928,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","8","","","","","","Male","","","White","","","41",NA,NA,"","","","","","","","Ran Away","The subject also fled",0,0,0,0,1,"None","Hinsdale","IL",41.772915,-87.92996
"1552",60525,"Attempted Abduction",1277315,"Closed","Internet",NA,"8:16 AM","Street","W 51st St","La Grange","IL","Cook",575210,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Sport Utility","","Blue","","Ignored/Refused","",0,0,0,1,0,"","La Grange","IL",41.788536,-87.87605
"1553",60526,"Attempted Abduction",1277312,"Closed","Internet",NA,"5:00 PM","Street","N Catherine Ave & W Woodlawn Ave","La Grange Park","IL","Cook",575207,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Sport Utility","","Dark","","Ignored/Refused","",0,0,0,0,1,"Question","La Grange Park","IL",41.829831,-87.8704
"1554",60526,"Attempted Abduction",1278955,"Closed","Internet",2016-10-10,"12:00 PM","Playgrnd","901 Forest Rd","La Grange Park","IL","Cook",577337,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Sport Utility","","Blue","","Ran Away","",0,0,0,1,0,"","La Grange Park","IL",41.829831,-87.8704
"1555",60532,"Attempted Abduction",1249466,"Closed","Internet",2015-01-06,"12:00 AM","Home-Other","College Rd","Addison","IL","DuPage",535047,535050,535051,NA,NA,NA,"Unknown","Unknown","Unknown","","","","Male","Female","Female","","","","4","6","7","","","","Male","","","White","","","34",NA,NA,"","","","","","","","Adult/Child Intervened","Police Intervened",0,1,0,0,0,"","Lisle","IL",41.789079,-88.08536
"1556",60532,"Attempted Abduction",1249297,"Closed","Internet",NA,"7:00 PM","Home-Other","Dogwood Dr","Lisle","IL","DuPage",534772,601742,NA,NA,NA,NA,"Unknown","Unknown","","","","","Male","Female","","","","","5","7","","","","","Male","","","White","","","34",NA,NA,"","","","Sport Utility","","Maroon","","Adult/Child Intervened","",0,0,0,0,1,"Toys","Lisle","IL",41.789079,-88.08536
"1557",60539,"Attempted Abduction",1278141,"Closed","Internet",NA,"12:00 AM","School - Facility","2727 N Long Ave","Chicago","IL","Cook",576271,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","4","","","","","","Female","","","White","","","37",NA,NA,"","","","Van","","Green","","Ran Away","",0,0,1,0,1,"Ice cream; Questions","Mooseheart","IL",41.823478,-88.3332
"1558",60546,"Attempted Abduction",1209333,"Closed","Internet",2013-12-01,"9:45 AM","School - Facility","160 Ridgewood Rd","Riverside","IL","Cook",479487,479493,479494,NA,NA,NA,"Unknown","Unknown","Unknown","","","","Male","Male","Male","","","","Unknown","Unknown","Unknown","","","","Male","","","White","","","49",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Riverside","IL",41.836131,-87.82163
"1559",60546,"Attempted Abduction",1220867,"Closed","Internet",2013-03-08,"12:00 AM","Street","Unknown","Riverside","IL","Cook",492758,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","White","","","",NA,NA,"50-59","","","Van","","White","","Ignored/Refused","",0,0,0,0,1,"None","Riverside","IL",41.836131,-87.82163
"1560",60552,"Attempted Abduction",1278214,"Closed","Internet",2016-03-10,"5:43 PM","Street","W La Salle St","Somonauk","IL","De Kalb",576364,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","80",NA,NA,"","","","Sport Utility","","Silver","","Ignored/Refused","",0,0,0,1,1,"Conversation","Somonauk","IL",41.645998,-88.69
"1561",60554,"Attempted Abduction",1198401,"Closed","Internet",NA,"4:55 PM","Recreational - Amusement Park","Street","Unincorporated Sugar Grove","IL","Kane",467455,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Pickup Truck","","White","","Ran Away","",0,0,0,0,1,"None","Sugar Grove","IL",41.779939,-88.45183
"1562",60558,"Attempted Abduction",1214313,"Closed","Internet",2013-06-04,"12:00 AM","Street","4900 Lawn Av","Western Springs","IL","Cook",485144,485146,NA,NA,NA,NA,"Unknown","Unknown","","","","","Male","Male","","","","","Unknown","Unknown","","","","","Male","Female","","White","White","","",NA,NA,"Unknown","Unknown","","Sport Utility","","White","","Ran Away","",0,1,0,0,0,"","Western Springs","IL",41.805531,-87.90103
"1563",60558,"Attempted Abduction",1214314,"Closed","Internet",2013-06-04,"12:00 AM","Street","4800 Lawn Av","Western Springs","IL","Cook",485145,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","Female","","White","White","","",NA,NA,"Unknown","Unknown","","Sport Utility","","White","","Ran Away","",0,1,0,0,0,"","Western Springs","IL",41.805531,-87.90103
"1564",60559,"Attempted Abduction",1284341,"Closed","Internet",NA,"12:00 AM","Street","E 55th St","Westmont","IL","Cook",584490,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sedan, 4 door","","Beige","","Ignored/Refused","Ran Away",0,0,0,0,1,"Question","Westmont","IL",41.795358,-87.97778
"1565",60602,"Attempted Abduction",1285634,"Closed","Internet",NA,"5:00 PM","Park","100 1st Ave","Bartlett","IL","Cook",586112,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","9","","","","","","Male","","","White","","","35",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"Game; Other children","Chicago","IL",41.882937,-87.62874
"1566",60605,"Attempted Abduction",1220843,"Closed","Internet",2013-06-08,"12:00 AM","Street","Unknown","Chicago","IL","Cook",492731,NA,NA,NA,NA,NA,"Black","","","","","","Female","","","","","","12","","","","","","Male","","","Black","","","52",NA,NA,"","","","Sport Utility","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Chicago","IL",41.860019,-87.6187
"1567",60605,"Attempted Abduction",1261647,"Closed","Internet",NA,"8:18 AM","Trans Facility","100 E Roosevelt Rd","Chicago","IL","Cook",553191,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Black","","","33",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Chicago","IL",41.860019,-87.6187
"1568",60608,"Attempted Abduction",1218734,"Closed","Internet",2013-06-06,"12:00 AM","Street","Unknown","Chicago","IL","Cook",490257,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","Black","","","57",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"None","Chicago","IL",41.850532,-87.6699
"1569",60608,"Attempted Abduction",1279946,"Closed","Internet",2016-03-10,"9:00 AM","Street","1000 W 31st St","Chicago","IL","Cook",578705,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","10","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","Van","","White","","Unknown","",0,0,0,0,1,"Waved","Chicago","IL",41.850532,-87.6699
"1570",60608,"Attempted Abduction",1249573,"Closed","Internet",2015-03-06,"7:50 AM","Street","2600 W 21st Pl","Chicago","IL","Cook",535219,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Hispanic","","","",NA,NA,"30-40","","","Sedan, 4 door","","Tan","","Ran Away","",0,0,0,0,1,"Unknown","Chicago","IL",41.850532,-87.6699
"1571",60608,"Attempted Abduction",1264466,"Closed","Internet",2016-10-03,"12:00 AM","School - Bus Stop","2000 W Roosevelt Rd","Chicago","IL","Cook",557257,557467,557468,NA,NA,NA,"Unknown","Unknown","Unknown","","","","Unknown","Unknown","Unknown","","","","Unknown","Unknown","Unknown","","","","Male","","","Hispanic","","","47",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"Unknown","Chicago","IL",41.850532,-87.6699
"1572",60609,"Attempted Abduction",1261259,"Closed","Internet",NA,"7:50 AM","Street","S Paulina St & W 36th St","Chicago","IL","Cook",552648,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"35-40","","","","","","","Other","Suspect walked away",0,0,0,0,1,"None","Chicago","IL",41.814283,-87.65282
"1573",60613,"Attempted Abduction",1271802,"Closed","Internet",2016-02-06,"3:35 PM","Recreational - Other","1060 W Addison St","Chicago","IL","Cook",567587,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","12","","","","","","Male","","","White","","","37",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Chicago","IL",41.953256,-87.6629
"1574",60615,"Attempted Abduction",1259828,"Closed","Internet",NA,"9:40 AM","Street","4700 S Ellis Ave","Chicago","IL","Cook",550599,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Black","","","",NA,NA,"35-39","","","Sedan, 4 door","","Black","","Ran Away","",0,0,0,0,1,"None","Chicago","IL",41.801525,-87.60215
"1575",60616,"Attempted Abduction",1263665,"Closed","Internet",2016-01-03,"7:00 AM","School - Bus Stop","300 E 35th St","Chicago","IL","Cook",556146,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Black","","","",NA,NA,"20-25","","","","","Black","","Fought/Broke Free","Boarded the bus",0,0,0,1,0,"","Chicago","IL",41.8474,-87.63126
"1576",60616,"Attempted Abduction",1256911,"Closed","Internet",NA,"6:30 PM","School - Bus Stop","3600 S King Dr","Chicago","IL","Cook",546532,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Black","","","",NA,NA,"35-45","","","","","Gray","","Adult/Child Intervened","",0,0,0,0,1,"None","Chicago","IL",41.8474,-87.63126
