"case_number","case_type","missing_date","age_missing","gender","race","missing_city","missing_state","missing_zip","vehicle_style","vehicle_color"
1218978,"Lost Injured Missing","07/06/2013",11,"Male","White","Menifee","CA","92584",NA,NA
1220809,"Lost Injured Missing","08/07/2013",11,"Male","White","East Grand Forks","MN","56721",NA,NA
1222947,"Lost Injured Missing","09/17/2013",11,"Male","White","Spring Hill","TN","37174",NA,NA
1227965,"Lost Injured Missing","01/29/2014",11,"Female","Black","Bedford","TX","76021",NA,NA
1234365,"Lost Injured Missing","06/25/2014",11,"Female","Hispanic","Beltsville","MD","20705",NA,NA
1243192,"Lost Injured Missing","01/24/2015",11,"Female","White","Nevada City","CA","95959",NA,NA
1245355,"Lost Injured Missing","03/01/2015",11,"Male","White","Wellsville","NY",NA,NA,NA
1246957,"Lost Injured Missing","04/16/2015",11,"Male","Black","Hyattsville","MD","20782",NA,NA
1252544,"Lost Injured Missing","08/03/2015",11,"Male","Black","Folcroft","PA",NA,NA,NA
1269962,"Lost Injured Missing","06/08/2016",11,"Female","Black","Houston","TX","77014",NA,NA
1274013,"Lost Injured Missing","07/28/2016",11,"Female","Black","San Antonio","TX","78210",NA,NA
1277733,"Lost Injured Missing","09/27/2016",11,"Female","White","Catawba","NC",NA,NA,NA
1080196,"Non Family Abduction","07/29/2007",11,"Male","Am. Ind.","Tucson","AZ",NA,"Pickup Truck","Green, Dark"
1080196,"Non Family Abduction","07/29/2007",11,"Male","Am. Ind.","Tucson","AZ",NA,"Sport Utility","Silver"
1097481,"Non Family Abduction","06/04/2008",11,"Female","Hispanic","Las Vegas","NV",NA,"Sedan, 4 door","Red"
1108798,"Non Family Abduction","10/24/2008",11,"Female","Hispanic","Lubbock","TX",NA,NA,"Blue"
1108798,"Non Family Abduction","10/24/2008",11,"Female","Hispanic","Lubbock","TX",NA,"Station Wagon","Blue"
1114664,"Non Family Abduction","01/25/2009",11,"Female","Hispanic","Tyler","TX","75701",NA,"Blue"
1125833,"Non Family Abduction","06/25/2009",11,"Female","Hispanic","Salinas","CA","93901","Sedan, 2 door","Green"
1137689,"Non Family Abduction","12/22/2009",11,"Female","White","Salisbury","MD","21804",NA,NA
1151152,"Non Family Abduction","07/01/2010",11,"Male","Hispanic","Salisbury","NC","28147",NA,"White"
1187650,"Non Family Abduction","01/20/2012",11,"Female","Asian","San Jose","CA",NA,"Van","Dark"
1245708,"Non Family Abduction","01/31/2015",11,"Female","Biracial","Eureka","CA","95501",NA,NA
1267468,"Non Family Abduction","05/02/2016",11,"Female","Am. Ind.","Ship Rock","NM",NA,"Van","Maroon"
1292948,"Non Family Abduction","04/02/2017",11,"Female","Black","Charlotte","NC","28227","Sedan, 4 door","White"
1060905,"Lost Injured Missing","01/03/2007",12,"Female","Hispanic","Stockton","CA","95201",NA,NA
1066477,"Lost Injured Missing","03/17/2007",12,"Male","White","Traphill","NC",NA,NA,NA
1070671,"Lost Injured Missing","03/26/2007",12,"Female","White","Paris","TX","75460",NA,NA
1074899,"Lost Injured Missing","04/04/2007",12,"Female","Hispanic","San Salvador",NA,NA,NA,NA
1083247,"Lost Injured Missing","11/01/2007",12,"Male","Biracial","Greenwich","NY","12834",NA,NA
1083247,"Lost Injured Missing","11/01/2007",12,"Male","Biracial","Greenwich","NY","12834",NA,NA
1083247,"Lost Injured Missing","11/01/2007",12,"Male","Biracial","Greenwich","NY","12834",NA,NA
1083764,"Lost Injured Missing","11/13/2007",12,"Female","Black","Gulf Hammock","FL","32639",NA,NA
1087418,"Lost Injured Missing","01/15/2008",12,"Female","Hispanic","Lathrop","CA","95330",NA,NA
1091658,"Lost Injured Missing","03/13/2008",12,"Female","Hispanic","Altama","GA","31520","Sedan, 4 door","Teal (green)"
1093779,"Lost Injured Missing","04/15/2008",12,"Female","Hispanic","Charlottesville","VA","22901",NA,NA
1093889,"Lost Injured Missing","04/18/2008",12,"Male","Black","San Bernardino","CA","92407",NA,NA
1095122,"Lost Injured Missing","05/04/2008",12,"Female","Biracial","Carol City","FL","33055",NA,NA
1099135,"Lost Injured Missing","06/25/2008",12,"Female","White","Randolph","VT",NA,NA,NA
1101435,"Lost Injured Missing","07/24/2008",12,"Male","Asian","Carlsbad","CA","92018","Sport Utility","Black"
1130559,"Lost Injured Missing","09/04/2009",12,"Male","Black","Fort Smith","AR","72903",NA,NA
1144147,"Lost Injured Missing","03/28/2010",12,"Female","White","Greeley","CO",NA,NA,NA
1144166,"Lost Injured Missing","02/25/2010",12,"Male","White","Spokane","WA","99217",NA,NA
1154679,"Lost Injured Missing","08/21/2010",12,"Male","Biracial","Los Angeles","CA","90019",NA,NA
1156334,"Lost Injured Missing","09/05/2010",12,"Female","White","Williams","AZ",NA,"Sedan, 4 door","Silver"
1157130,"Lost Injured Missing","09/28/2010",12,"Female","Black","Palm Springs","FL","33461",NA,NA
1158554,"Lost Injured Missing","10/19/2010",12,"Male","Black","Lake Alfred","FL","33850",NA,NA
1158826,"Lost Injured Missing","10/23/2010",12,"Male","White","Gallatin","TN",NA,NA,NA
1159916,"Lost Injured Missing","11/09/2010",12,"Male","Asian","Gardena","CA","90221",NA,NA
1162566,"Lost Injured Missing","12/24/2010",12,"Male","White","Houston","TX","77018",NA,NA
1164629,"Lost Injured Missing","01/24/2011",12,"Female","Black","Houston","TX","77091",NA,NA
1174658,"Lost Injured Missing","06/23/2011",12,"Male","White","Petersburg","IN","47567",NA,NA
1180891,"Lost Injured Missing","10/03/2011",12,"Male","White","Fort McCoy","FL","32134",NA,NA
1189898,"Lost Injured Missing","02/28/2012",12,"Female","Black","Lake Worth","FL","33460",NA,NA
1200867,"Lost Injured Missing","08/09/2012",12,"Female","Hispanic","Falfurrias","TX","78355",NA,NA
1202242,"Lost Injured Missing","09/07/2012",12,"Female","Black","North Miami","FL",NA,NA,NA
1203015,"Lost Injured Missing","09/21/2012",12,"Male","White","Coeur D'Alene","ID",NA,NA,NA
1204746,"Lost Injured Missing","10/20/2012",12,"Female","White","Clayton","NJ","08312",NA,NA
1210856,"Lost Injured Missing","02/14/2013",12,"Female","White","Arroyo Grande","CA","93420",NA,NA
1218919,"Lost Injured Missing","07/04/2013",12,"Male","Hispanic","Brooklyn","NY","11207",NA,NA
1220075,"Lost Injured Missing","07/26/2013",12,"Male","Black","Saint Louis","MO","63136",NA,NA
1221488,"Lost Injured Missing","08/19/2013",12,"Female","White","Golden City","MO",NA,NA,NA
1222308,"Lost Injured Missing","09/04/2013",12,"Male","Black","Los Angeles","CA","90047",NA,NA
1226916,"Lost Injured Missing","12/28/2013",12,"Male","Hispanic","North Las Vegas","NV","89084",NA,NA
1229206,"Lost Injured Missing","03/03/2014",12,"Female","Hispanic","Salt Lake City","UT","84119",NA,NA
1229645,"Lost Injured Missing","03/13/2014",12,"Female","Black","Lehigh Acres","FL","33971",NA,NA
1234541,"Lost Injured Missing","06/30/2014",12,"Female","Black","Saint James","LA","70086",NA,NA
1244128,"Lost Injured Missing","02/12/2015",12,"Male","Black","Washington","DC","20019",NA,NA
1252944,"Lost Injured Missing","08/11/2015",12,"Female","Biracial","North Hills","CA","91343",NA,NA
1257489,"Lost Injured Missing","11/04/2015",12,"Female","Hispanic","Cicero","IL","60804",NA,NA
1262283,"Lost Injured Missing","02/07/2016",12,"Female","White","Rockwood","TN",NA,"Truck","Brown"
1277535,"Lost Injured Missing","09/24/2016",12,"Female","Biracial","Willowick","OH","44095",NA,NA
1278155,"Lost Injured Missing","09/21/2016",12,"Female","Hispanic","Tulsa","OK","74128",NA,NA
1279790,"Lost Injured Missing","10/23/2016",12,"Female","Black","Raleigh","NC","27601",NA,NA
1281936,"Lost Injured Missing","11/18/2016",12,"Male","White","Indiana","PA","15701",NA,NA
1298545,"Lost Injured Missing","05/31/2017",12,"Female","Black","Pensacola","FL","32514",NA,NA
1302217,"Lost Injured Missing","07/11/2017",12,"Male","Black","Albany","GA",NA,NA,NA
1074540,"Non Family Abduction","07/04/2007",12,"Female","White","Tacoma","WA","98405","Van",NA
1097556,"Non Family Abduction","06/05/2008",12,"Male","Black","Miami","FL",NA,"Sport Utility","White"
1135575,"Non Family Abduction","11/15/2009",12,"Female","Black","Chicago","IL","60621",NA,NA
1147406,"Non Family Abduction","05/10/2010",12,"Female","Hispanic","Harlingen","TX","78550","Sport Utility","Red"
1152833,"Non Family Abduction","07/20/2010",12,"Male","Black","Harrisburg","PA","17103",NA,NA
1160417,"Non Family Abduction","11/15/2010",12,"Female","White","Clemson","SC",NA,"Sedan, 4 door","Tan"
1161405,"Non Family Abduction","12/03/2010",12,"Female","White","Salem","VA",NA,NA,"Red"
1161405,"Non Family Abduction","12/03/2010",12,"Female","White","Salem","VA",NA,"Sedan, 4 door","Silver"
1162166,"Non Family Abduction","12/13/2010",12,"Female","Black","Hartford","CT","06120",NA,NA
1162675,"Non Family Abduction","12/27/2010",12,"Female","Hispanic","Fayetteville","GA","30214","Convertible","Red"
1166300,"Non Family Abduction","02/20/2011",12,"Female","White","Lilburn","GA","30047","Van","White"
1166300,"Non Family Abduction","02/20/2011",12,"Female","White","Lilburn","GA","30047","Van","White"
1174633,"Non Family Abduction","06/26/2011",12,"Female","White","Loris","SC","29569","Truck","Green"
1177158,"Non Family Abduction","08/01/2011",12,"Female","Hispanic","Social Circle","GA","30025","Pickup Truck","White"
1189111,"Non Family Abduction","02/13/2012",12,"Female","White","Kalispell","MT",NA,"Coupe","Black"
1190506,"Non Family Abduction","03/09/2012",12,"Male","Am. Ind.","Lumberton","NC",NA,"Truck","Blue"
1193808,"Non Family Abduction","04/27/2012",12,"Female","White","Somerville","TN","38075","Sport Utility","Bronze"
1195744,"Non Family Abduction","05/31/2012",12,"Female","White","El Dorado","KS","67042","Sedan, 4 door","White"
1197391,"Non Family Abduction","06/23/2012",12,"Female","White","Margate","FL","33063","Sedan, 4 door","Silver"
1199667,"Non Family Abduction","07/28/2012",12,"Female","Black","Little Rock","AR",NA,"Sedan, 4 door","Black"
1203072,"Non Family Abduction","09/23/2012",12,"Female","White","Newport","NC","28570","Sedan, 2 door","Red"
1207967,"Non Family Abduction","12/18/2012",12,"Female","Hispanic","Chesapeake","VA","23324","Sedan, 2 door","Red"
1236489,"Non Family Abduction","08/13/2014",12,"Female","White","Oswegatchie","NY",NA,"Sedan, 4 door","White"
1239240,"Non Family Abduction","10/14/2014",12,"Male","Black","Seaford","DE","19973","Sport Utility","Black"
1239240,"Non Family Abduction","10/14/2014",12,"Male","Black","Seaford","DE","19973",NA,"Black"
1240318,"Non Family Abduction","11/11/2014",12,"Female","White","Nottingham","MD","21236",NA,NA
1265642,"Non Family Abduction","03/29/2016",12,"Female","Black","San Leandro","CA","94578",NA,NA
1268611,"Non Family Abduction","05/19/2016",12,"Female","Hispanic","Springfield","VA","22150",NA,NA
1289142,"Non Family Abduction","02/16/2017",12,"Female","Black","Winona","MS","38967",NA,NA
1294160,"Non Family Abduction","04/15/2017",12,"Female","Hispanic","Atlanta","GA","30354",NA,NA
1297736,"Non Family Abduction","05/23/2017",12,"Female","White","Lyndon","NY",NA,"Pickup Truck","Red"
1065415,"Lost Injured Missing","03/03/2007",13,"Male","Black","Florida City","FL","33034",NA,NA
1065767,"Lost Injured Missing","03/06/2007",13,"Female","Black","Saint Louis","MO","63136",NA,NA
1070291,"Lost Injured Missing","05/01/2007",13,"Male","White","Round O","SC","29474",NA,NA
1071442,"Lost Injured Missing","05/19/2007",13,"Male","Hispanic","Enfield","CT","06082",NA,NA
1073596,"Lost Injured Missing","06/16/2007",13,"Female","Hispanic","Harlingen","TX","78550",NA,NA
1074226,"Lost Injured Missing","06/03/2007",13,"Male","Hispanic","Sells","AZ","85634",NA,NA
1074226,"Lost Injured Missing","06/03/2007",13,"Male","Hispanic","Sells","AZ","85634",NA,NA
1077612,"Lost Injured Missing","08/18/2007",13,"Female","Hispanic","Grand Junction","MI",NA,"Truck","Red"
1080898,"Lost Injured Missing","10/06/2007",13,"Male","Hispanic","San Antonio","TX","78237",NA,NA
1081702,"Lost Injured Missing","10/17/2007",13,"Male","White","Baltimore","MD","21228",NA,NA
1083733,"Lost Injured Missing","11/09/2007",13,"Female","White","Tulsa","OK","74134",NA,NA
1083823,"Lost Injured Missing","11/13/2007",13,"Female","White","Chandler","AZ","85248",NA,NA
1085784,"Lost Injured Missing","12/14/2007",13,"Female","Hispanic","Tucson","AZ",NA,NA,NA
1088157,"Lost Injured Missing","01/28/2008",13,"Male","Black","Highland Park","MI","48203",NA,NA
1096966,"Lost Injured Missing","05/30/2008",13,"Female","White","Franklinton","NC","27525",NA,NA
1101281,"Lost Injured Missing","07/22/2008",13,"Female","White","Reynoldsburg","OH","43068","Van","Brown"
1101625,"Lost Injured Missing","07/26/2008",13,"Female","Asian","Fresno","CA",NA,NA,NA
1105912,"Lost Injured Missing","09/18/2008",13,"Female","Hispanic","Aurora","IL","60505",NA,NA
1113468,"Lost Injured Missing","01/07/2009",13,"Female","Black","Manassas","VA","20110",NA,NA
1115405,"Lost Injured Missing","02/03/2009",13,"Female","White","Evington","VA","24550",NA,NA
1122649,"Lost Injured Missing","05/12/2009",13,"Male","White","Norwalk","OH","44857","Pickup Truck","White"
1132578,"Lost Injured Missing","10/04/2009",13,"Male","White","Harrells","NC","28444",NA,NA
1132737,"Lost Injured Missing","10/08/2009",13,"Female","White","Olney","MD","20832",NA,NA
1137075,"Lost Injured Missing","12/11/2009",13,"Male","White","Gulfport","FL",NA,NA,NA
1144897,"Lost Injured Missing","04/09/2010",13,"Female","White","Waupun","WI","53963",NA,NA
1145657,"Lost Injured Missing","04/19/2010",13,"Male","White","Klamath Falls","OR","97603",NA,NA
1152704,"Lost Injured Missing","07/24/2010",13,"Female","Hispanic","Ashburn","VA","20147",NA,NA
1154415,"Lost Injured Missing","08/14/2010",13,"Female","Hispanic","Sylmar","CA",NA,NA,NA
1158170,"Lost Injured Missing","10/13/2010",13,"Female","White","Redford","MI","48240",NA,NA
1160086,"Lost Injured Missing","11/10/2010",13,"Female","White","Howard","OH",NA,NA,NA
1161858,"Lost Injured Missing","12/13/2010",13,"Female","White","Irving","TX","75060",NA,NA
1162770,"Lost Injured Missing","12/27/2010",13,"Female","White","Colorado City","TX","79512",NA,NA
1162770,"Lost Injured Missing","12/27/2010",13,"Female","White","Colorado City","TX","79512",NA,NA
1167397,"Lost Injured Missing","03/08/2011",13,"Female","Black","Muskegon Heights","MI",NA,NA,NA
1168240,"Lost Injured Missing","03/20/2011",13,"Female","White","Orange","CT","06477",NA,NA
1170699,"Lost Injured Missing","04/24/2011",13,"Male","Black","New Orleans","LA",NA,NA,NA
1170699,"Lost Injured Missing","04/24/2011",13,"Male","Black","New Orleans","LA",NA,NA,NA
1175486,"Lost Injured Missing","07/11/2011",13,"Male","Hispanic","San Jose","CA","95112",NA,NA
1185992,"Lost Injured Missing","12/18/2011",13,"Female","White","Lake Geneva","WI","53147","Coupe","White"
1198963,"Lost Injured Missing","07/17/2012",13,"Female","Black","Winnetka","CA","91306",NA,NA
1206449,"Lost Injured Missing","11/19/2012",13,"Male","White","Bayfield","CO","35927",NA,NA
1206449,"Lost Injured Missing","11/19/2012",13,"Male","White","Bayfield","CO","35927",NA,NA
1208907,"Lost Injured Missing","01/08/2013",13,"Female","White","Herriman","UT","84096",NA,NA
1211651,"Lost Injured Missing","03/01/2013",13,"Male","White","Metamora","MI","48455",NA,NA
1217270,"Lost Injured Missing","06/05/2013",13,"Male","White","Eugene","OR","97404",NA,NA
1220601,"Lost Injured Missing","11/01/2011",13,"Female","White","Salisbury","NC","28147",NA,NA
1221004,"Lost Injured Missing","08/10/2013",13,"Female","Black","Farmington Hills","MI","48336",NA,NA
1229060,"Lost Injured Missing","02/26/2014",13,"Female","Hispanic","Roswell","GA","30076","Sedan, 4 door","Gold"
1231473,"Lost Injured Missing","04/28/2014",13,"Female","White","Rawlins","WY","82301",NA,NA
1235857,"Lost Injured Missing","07/27/2014",13,"Female","White","Tuscaloosa","AL","35401",NA,NA
1249769,"Lost Injured Missing","05/19/2015",13,"Female","Black","Capitol Heights","MD","20743",NA,NA
1249836,"Lost Injured Missing","06/13/2015",13,"Female","Black","Myrtle Beach","SC","29577",NA,NA
1250908,"Lost Injured Missing","07/04/2015",13,"Male","Black","Marshall","NC",NA,NA,NA
1251306,"Lost Injured Missing","07/09/2015",13,"Male","White","Saint James","MO",NA,NA,NA
1252643,"Lost Injured Missing","08/07/2015",13,"Female","White","Franklin","KY","42134",NA,NA
1262810,"Lost Injured Missing","02/16/2016",13,"Male","White","Quincy","FL","32352",NA,NA
1264746,"Lost Injured Missing","03/20/2016",13,"Female","Black","Miami","FL",NA,NA,NA
1274275,"Lost Injured Missing","11/20/2015",13,"Female","White","Lancaster","OH","43130",NA,NA
1287010,"Lost Injured Missing","01/22/2017",13,"Male","Biracial","San Leandro","CA","94578",NA,NA
1294107,"Lost Injured Missing","12/31/2016",13,"Male","Black","Las Vegas","NV","89156",NA,NA
1295038,"Lost Injured Missing","04/23/2017",13,"Male","Hispanic","Aurora","CO","80010",NA,NA
1297210,"Lost Injured Missing","05/16/2017",13,"Female","Biracial","Douglasville","GA","30135",NA,NA
1298843,"Lost Injured Missing","06/02/2017",13,"Male","White","Goshen","CA","93227",NA,NA
1298843,"Lost Injured Missing","06/02/2017",13,"Male","White","Goshen","CA","93227",NA,NA
1061222,"Non Family Abduction","01/08/2007",13,"Male","White","Beaufort","MO","63013","Pickup Truck","White"
1064708,"Non Family Abduction","02/23/2007",13,"Male","White","Bradenton","FL",NA,"Pickup Truck","Red"
1082898,"Non Family Abduction","10/26/2007",13,"Male","Hispanic","Lexington","NE","68850",NA,"White"
1106744,"Non Family Abduction","09/29/2008",13,"Female","Hispanic","Martinsburg","WV","25405","Sedan, 2 door","Green, Dark"
1121981,"Non Family Abduction","05/04/2009",13,"Female","White","Homestead","FL",NA,"Sedan, 2 door","Red"
1128970,"Non Family Abduction","08/02/2009",13,"Female","Hispanic","Juarez",NA,"79927",NA,NA
1131492,"Non Family Abduction","09/20/2009",13,"Female","Hispanic","Lafayette","TN","37150","Sedan, 4 door","Purple"
1131931,"Non Family Abduction","09/26/2009",13,"Female","White","Owensboro","KY","42301","Pickup Truck","Red"
1135950,"Non Family Abduction","11/20/2009",13,"Female","White","Shepherdstown","WV","25443",NA,NA
1146803,"Non Family Abduction","05/06/2010",13,"Female","White","Austin","TX",NA,"Sport Utility","Brown"
1151813,"Non Family Abduction","07/07/2010",13,"Female","Black","Santa Ana","CA",NA,"Pickup Truck","Blue, Light"
1156650,"Non Family Abduction","09/20/2010",13,"Female","White","Knoxville","TN","37924","Sedan, 2 door","Black"
1163785,"Non Family Abduction","01/12/2011",13,"Female","Hispanic","Columbus","GA","31904","Sedan, 2 door","Gold"
1167878,"Non Family Abduction","03/14/2011",13,"Female","White","Tucson","AZ","85747","Sedan, 4 door","Silver"
1173406,"Non Family Abduction","06/02/2011",13,"Female","Hispanic","Tarboro","NC","27886","Sedan, 4 door","Gold"
1187944,"Non Family Abduction","01/20/2012",13,"Female","Hispanic","Alpaugh","CA","93201","Sedan, 4 door","Tan"
1187944,"Non Family Abduction","01/20/2012",13,"Female","Hispanic","Alpaugh","CA","93201","Sedan, 4 door","Tan"
1195358,"Non Family Abduction","05/24/2012",13,"Female","Black","Long Beach","CA","90806",NA,"Black"
1202144,"Non Family Abduction","06/09/2012",13,"Female","Hispanic","Wathena","KS",NA,NA,NA
1219925,"Non Family Abduction","07/24/2013",13,"Female","White","Portsmouth","RI","02871","Sedan, 4 door","White"
1221772,"Non Family Abduction","08/11/2013",13,"Female","Hispanic","Oaxaca City",NA,NA,NA,NA
1224372,"Non Family Abduction","10/22/2013",13,"Female","Am. Ind.","Hamilton","MI","49419","Coupe","Orange"
1225984,"Non Family Abduction","12/03/2013",13,"Female","White","Oregon City","OR","97045",NA,NA
1227115,"Non Family Abduction","01/06/2014",13,"Female","White","Alvin","TX",NA,"Pickup Truck","Black"
1237499,"Non Family Abduction","09/06/2014",13,"Female","White","Asheville","NC","28801","Sedan, 2 door","White"
1237499,"Non Family Abduction","09/06/2014",13,"Female","White","Asheville","NC","28801","Sport Utility","Blue, Dark"
1245708,"Non Family Abduction","01/31/2015",13,"Male","Biracial","Eureka","CA","95501",NA,NA
1246118,"Non Family Abduction","03/29/2015",13,"Female","White","Montrose","MO","64770","Pickup Truck","Black"
1246118,"Non Family Abduction","03/29/2015",13,"Female","White","Montrose","MO","64770","Sedan, 2 door","White"
1246412,"Non Family Abduction","04/04/2015",13,"Female","Biracial","Chicago","IL","60630",NA,NA
1256751,"Non Family Abduction","10/23/2015",13,"Female","White","Ottumwa","IA","52501",NA,"Yellow"
1261720,"Non Family Abduction","01/27/2016",13,"Female","White","Blacksburg","VA",NA,NA,NA
1264296,"Non Family Abduction","03/12/2016",13,"Female","White","Houston","TX",NA,NA,NA
1269358,"Non Family Abduction","05/31/2016",13,"Male","Black","Detroit","MI",NA,NA,"Black"
1277400,"Non Family Abduction","09/22/2016",13,"Female","White","Salem","MO","65560","Pickup Truck","White"
1282057,"Non Family Abduction","11/19/2016",13,"Female","Asian","Fort Wayne","IN","46816","Sedan, 2 door","Black"
1298384,"Non Family Abduction","05/31/2017",13,"Female","White","Salem","MO","65560","Pickup Truck","Maroon"
1301106,"Non Family Abduction","06/28/2017",13,"Female","Black","Lancaster","TX","75146","Sedan, 4 door","White"
1072212,"Lost Injured Missing","05/30/2007",14,"Female","Black","Baltimore","MD","21225",NA,NA
1075468,"Lost Injured Missing","07/09/2007",14,"Female","White","Cleveland","OH","44109",NA,NA
1075468,"Lost Injured Missing","07/09/2007",14,"Female","White","Cleveland","OH","44109",NA,NA
1083067,"Lost Injured Missing","11/02/2007",14,"Female","Black","Dallas","TX","75233",NA,NA
1097581,"Lost Injured Missing","06/05/2008",14,"Female","Hispanic","Fairfax","VA",NA,NA,NA
1101281,"Lost Injured Missing","07/22/2008",14,"Male","White","Reynoldsburg","OH","43068","Van","Brown"
1101979,"Lost Injured Missing","07/29/2008",14,"Male","White","Elgin","OK","73538","Pickup Truck","Gray"
1108298,"Lost Injured Missing","10/17/2008",14,"Female","White","Lathrop","MO","64465","Sedan, 4 door","Maroon"
1110299,"Lost Injured Missing","10/20/2008",14,"Female","Hispanic","Sunnyside","WA","98944",NA,NA
1127147,"Lost Injured Missing","07/13/2009",14,"Female","Black","Miami","FL","33179",NA,NA
1130676,"Lost Injured Missing","05/05/2009",14,"Male","Hispanic","El Ciruelo",NA,NA,NA,NA
1137783,"Lost Injured Missing","12/24/2009",14,"Male","Asian","Philadelphia","PA","19145",NA,NA
1139194,"Lost Injured Missing","01/13/2010",14,"Male","White","Tempe","AZ","85282",NA,NA
1141987,"Lost Injured Missing","02/24/2010",14,"Female","Black","Washington","DC",NA,NA,NA
1144929,"Lost Injured Missing","04/11/2010",14,"Female","Black","Riviera Beach","FL","33404",NA,NA
1144929,"Lost Injured Missing","04/11/2010",14,"Female","Black","Riviera Beach","FL","33404",NA,NA
1146147,"Lost Injured Missing","04/23/2010",14,"Female","Hispanic","Alamosa","CO","81101",NA,NA
1147289,"Lost Injured Missing","05/12/2010",14,"Female","White","Canton","OH",NA,NA,NA
1152770,"Lost Injured Missing","10/10/2009",14,"Female","White","Darlington","SC","29532",NA,NA
1154882,"Lost Injured Missing","08/24/2010",14,"Female","White","Wonder Lake","IL","60097",NA,NA
1157009,"Lost Injured Missing","09/26/2010",14,"Female","Am. Ind.","Trailer Village","AZ",NA,NA,NA
1158321,"Lost Injured Missing","10/15/2010",14,"Female","Hispanic","Dodge City","KS","67801",NA,NA
1158518,"Lost Injured Missing","10/18/2010",14,"Female","Black","Chandler","AZ","85226",NA,NA
1158518,"Lost Injured Missing","10/18/2010",14,"Female","Black","Chandler","AZ","85226",NA,NA
1158878,"Lost Injured Missing","10/24/2010",14,"Male","Hispanic","Dale","TX","78616",NA,NA
1163380,"Lost Injured Missing","01/08/2011",14,"Male","White","Bandon","OR","97411",NA,NA
1166739,"Lost Injured Missing","02/25/2011",14,"Male","White","Los Angeles","CA",NA,NA,NA
1172627,"Lost Injured Missing","05/21/2011",14,"Female","Black","Buda","TX","78610","Truck","White"
1177059,"Lost Injured Missing","07/30/2011",14,"Female","White","Fannett","TX","77705",NA,NA
1177059,"Lost Injured Missing","07/30/2011",14,"Female","White","Fannett","TX","77705",NA,NA
1178163,"Lost Injured Missing","08/16/2011",14,"Female","White","Salem","OR","97301",NA,NA
1182346,"Lost Injured Missing","10/13/2011",14,"Female","White","East Dubuque","IL","61025",NA,NA
1182527,"Lost Injured Missing","10/23/2011",14,"Female","White","Albion","MI",NA,"Sedan, 4 door","Silver"
1185625,"Lost Injured Missing","12/12/2011",14,"Female","White","Greece","NY","14616",NA,NA
1192768,"Lost Injured Missing","04/13/2012",14,"Female","White","Spokane","WA","99205",NA,NA
1197561,"Lost Injured Missing","06/14/2012",14,"Female","Black","Mobile","AL","36607",NA,NA
1203509,"Lost Injured Missing","10/01/2012",14,"Female","Hispanic","Boca Raton","FL","33496",NA,NA
1212127,"Lost Injured Missing","03/09/2013",14,"Female","White","Walnut Ridge","AR","72476",NA,NA
1220961,"Lost Injured Missing","08/09/2013",14,"Male","Biracial","Fort Lauderdale","FL","33309",NA,NA
1221762,"Lost Injured Missing","08/23/2013",14,"Male","Biracial","Imperial","CA","92251",NA,NA
1222017,"Lost Injured Missing","08/29/2013",14,"Female","Hispanic","Hollister","CA","95023","Truck","Silver"
1223775,"Lost Injured Missing","10/04/2013",14,"Male","Black","Astoria","NY","11101",NA,NA
1226395,"Lost Injured Missing","12/15/2013",14,"Female","Biracial","Springfield","MA","01104",NA,NA
1232363,"Lost Injured Missing","05/16/2014",14,"Male","Hispanic","Brooklyn","NY","11235",NA,NA
1240551,"Lost Injured Missing","11/13/2014",14,"Male","Hispanic","Dos Palos","CA","93620",NA,NA
1242306,"Lost Injured Missing","01/04/2015",14,"Male","Black","Bossier City","LA","71111",NA,NA
1249353,"Lost Injured Missing","06/04/2015",14,"Female","Black","Prescott","AZ","86303",NA,NA
1252070,"Lost Injured Missing","07/24/2015",14,"Male","White","Tequesta","FL",NA,NA,NA
1252076,"Lost Injured Missing","07/24/2015",14,"Male","White","Jupiter Inlet","FL",NA,NA,NA
1255392,"Lost Injured Missing","10/01/2015",14,"Male","White","Stockbridge","GA","30281",NA,NA
1255570,"Lost Injured Missing","10/05/2015",14,"Male","Black","Pineville","LA","71360",NA,NA
1264765,"Lost Injured Missing","03/09/2016",14,"Female","Black","Tallassee","AL","36078",NA,NA
1267179,"Lost Injured Missing","04/27/2016",14,"Female","Hispanic","Beaumont","CA","92223",NA,NA
1269656,"Lost Injured Missing","06/05/2016",14,"Male","Hispanic","Myerstown","PA","17067",NA,NA
1273146,"Lost Injured Missing","07/23/2016",14,"Female","Hispanic","Wichita","KS","67214",NA,NA
1280579,"Lost Injured Missing","11/01/2016",14,"Male","White","Ingleside","IL","60041",NA,NA
1282798,"Lost Injured Missing","11/27/2016",14,"Female","White","Williamston","NC",NA,NA,NA
1285440,"Lost Injured Missing","01/03/2017",14,"Female","White","Southport","NC","28461","Sedan, 4 door","Silver"
1300931,"Lost Injured Missing","06/25/2017",14,"Female","White","Bluefield","VA","24605",NA,NA
1301696,"Lost Injured Missing","07/01/2017",14,"Female","Black","Atlanta","GA","30317",NA,NA
1302033,"Lost Injured Missing","07/08/2017",14,"Female","White","Hardinsburg","KY","40143",NA,NA
1309182,"Lost Injured Missing","09/19/2017",14,"Female","Hispanic","Aguadilla","PR","00603",NA,NA
1316598,"Lost Injured Missing","12/20/2017",14,"Female","White","Lewisburg","WV","24901",NA,NA
1071061,"Non Family Abduction","04/01/2007",14,"Female","Hispanic","Usulután",NA,NA,NA,NA
